rn,id,e_btc,d_btc,btc,vl_btc,m_btc,pm_btc,e_eth,d_eth,eth,vl_eth,m_eth,pm_eth,e_bnb,d_bnb,bnb,vl_bnb,m_bnb,pm_bnb,e_shib,d_shib,shib,vl_shib,m_shib,pm_shib,total_net_balance_usdt
17,0000000000000000000000000000000000000000000000000000000000000011,862.24720198,187.74026477,0,431.12360099,215.56180049,107.78090025,97.22270406,3370.31762442,0,48.61135203,24.30567601,12.15283801,623.88667605,21357.55007995,0,311.94333803,155.97166901,77.98583451,494.38,498818941088.45,0,247.19,123.59,61.8,0.0
18,0000000000000000000000000000000000000000000000000000000000000012,797.98210084,181.70998559,0,398.99105042,199.49552521,99.74776261,758.77396137,3262.06191162,0,379.38698069,189.69349034,94.84674517,552.01921284,20671.5385329,0,276.00960642,138.00480321,69.00240161,131.69,482796712312.3,0,65.84,32.92,16.46,0.0
19,0000000000000000000000000000000000000000000000000000000000000013,491.83170552,109.3595571,0,245.91585276,122.95792638,61.47896319,237.88374538,1963.22532708,0,118.94187269,59.47093634,29.73546817,401.50310839,12440.86994577,0,200.7515542,100.3757771,50.18788855,368.3,290564299244.79,0,184.15,92.08,46.04,0.0
20,0000000000000000000000000000000000000000000000000000000000000014,233.17813865,62.57474696,0,116.58906932,58.29453466,29.14726733,946.8795256,1123.34332106,0,473.4397628,236.7198814,118.3599407,580.30057175,7118.5757279,0,290.15028588,145.07514294,72.53757147,201.98,166258788735.3,0,100.99,50.49,25.25,0.0
21,0000000000000000000000000000000000000000000000000000000000000015,187.39783779,50.90139648,0,93.6989189,46.84945945,23.42472972,826.22221767,913.78306025,0,413.11110883,206.55555442,103.27777721,376.74668908,5790.60185014,0,188.37334454,94.18667227,47.09333614,551.75,135243128183.72,0,275.88,137.94,68.97,0.0
22,0000000000000000000000000000000000000000000000000000000000000016,642.13611989,143.79562792,0,321.06805995,160.53402997,80.26701499,382.17222913,2581.4224758,0,191.08611457,95.54305728,47.77152864,607.89631987,16358.35726728,0,303.94815993,151.97407997,75.98703998,721.42,382059665994.55,0,360.71,180.35,90.18,0.0
23,0000000000000000000000000000000000000000000000000000000000000017,3.21592595,3.2716678,0,1.60796297,0.80398149,0.40199074,123.61256495,58.73305679,0,61.80628248,30.90314124,15.45157062,581.80981214,372.18871977,0,290.90490607,145.45245303,72.72622652,679.75,8692700351.15,0,339.88,169.94,84.97,0.0
24,0000000000000000000000000000000000000000000000000000000000000018,752.41592552,173.99213824,0,376.20796276,188.10398138,94.05199069,900.15473221,3123.51093551,0,450.07736611,225.03868305,112.51934153,756.3730542,19793.54727494,0,378.1865271,189.09326355,94.54663177,517.77,462290677306.55,0,258.88,129.44,64.72,0.0
25,0000000000000000000000000000000000000000000000000000000000000019,978.69795205,219.30592625,0,489.34897603,244.67448801,122.33724401,712.74115091,3936.98511767,0,356.37057545,178.18528773,89.09264386,176.66365669,24948.49630952,0,88.33182835,44.16591417,22.08295709,375.18,582687736387.19,0,187.59,93.8,46.9,0.0
26,000000000000000000000000000000000000000000000000000000000000001a,158.70801875,34.37399115,0,79.35400938,39.67700469,19.83850234,12.92721531,617.08269306,0,6.46360765,3.23180383,1.61590191,49.97453919,3910.42506651,0,24.9872696,12.4936348,6.2468174,248.54,91330423366.89,0,124.27,62.13,31.07,0.0
27,000000000000000000000000000000000000000000000000000000000000001b,194.3743056,49.24811829,0,97.1871528,48.5935764,24.2967882,471.06157091,884.10337143,0,235.53078546,117.76539273,58.88269636,959.01079037,5602.52300687,0,479.50539518,239.75269759,119.8763488,917.14,130850429157.3,0,458.57,229.28,114.64,0.0
28,000000000000000000000000000000000000000000000000000000000000001c,13.1935563,4.97322511,0,6.59677815,3.29838907,1.64919454,133.50954151,89.27945363,0,66.75477075,33.37738538,16.68869269,284.29176663,565.75985245,0,142.14588331,71.07294166,35.53647083,335.51,13213675232.07,0,167.75,83.88,41.94,0.0
29,000000000000000000000000000000000000000000000000000000000000001d,172.86110245,46.82425283,0,86.43055123,43.21527561,21.60763781,760.38257723,840.59008209,0,380.19128862,190.09564431,95.04782215,290.53709899,5326.78126387,0,145.2685495,72.63427475,36.31713737,151.74,124410308275.36,0,75.87,37.94,18.97,0.0
30,000000000000000000000000000000000000000000000000000000000000001e,479.26295635,110.17564597,0,239.63147818,119.81573909,59.90786954,445.12380622,1977.87577349,0,222.56190311,111.28095156,55.64047578,949.84664025,12533.70916091,0,474.92332012,237.46166006,118.73083003,42.15,292732617184.61,0,21.07,10.54,5.27,0.0
31,000000000000000000000000000000000000000000000000000000000000001f,359.27731662,86.15231428,0,179.63865831,89.81932916,44.90966458,719.92780309,1546.60836115,0,359.96390154,179.98195077,89.99097539,147.78990716,9800.78710921,0,73.89495358,36.94747679,18.4737384,866.55,228903513247.05,0,433.27,216.64,108.32,0.0
32,0000000000000000000000000000000000000000000000000000000000000020,292.2486347,68.35020984,0,146.12431735,73.06215868,36.53107934,319.25558603,1227.02456575,0,159.62779302,79.81389651,39.90694825,893.29740811,7775.59907779,0,446.64870405,223.32435203,111.66217601,968.42,181603980034.79,0,484.21,242.1,121.05,0.0
33,0000000000000000000000000000000000000000000000000000000000000021,401.70730983,88.8338027,0,200.85365491,100.42682746,50.21341373,56.19098005,1594.746504,0,28.09549003,14.04774501,7.02387251,945.70543677,10105.83633936,0,472.85271839,236.42635919,118.2131796,202.82,236028128822.75,0,101.41,50.7,25.35,0.0
34,0000000000000000000000000000000000000000000000000000000000000022,932.85782387,208.78042562,0,466.42891193,233.21445597,116.60722798,634.61683101,3748.03108412,0,317.30841551,158.65420775,79.32710388,317.69426236,23751.10316021,0,158.84713118,79.42356559,39.71178279,999.54,554721870425.49,0,499.77,249.88,124.94,0.0
35,0000000000000000000000000000000000000000000000000000000000000023,437.44219937,100.28502436,0,218.72109969,109.36054984,54.68027492,404.867809,1800.31910292,0,202.4339045,101.21695225,50.60847613,729.56291702,11408.54058439,0,364.78145851,182.39072925,91.19536463,456.15,266453601296.31,0,228.07,114.04,57.02,0.0
36,0000000000000000000000000000000000000000000000000000000000000024,25.46173953,14.94130686,0,12.73086976,6.36543488,3.18271744,723.5084171,268.22669014,0,361.75420855,180.87710427,90.43855214,423.79765601,1699.74038234,0,211.89882801,105.949414,52.974707,174.91,39698499803.19,0,87.45,43.73,21.86,0.0
37,0000000000000000000000000000000000000000000000000000000000000025,509.96801361,115.60645978,0,254.98400681,127.4920034,63.7460017,341.22054707,2075.36987011,0,170.61027354,85.30513677,42.65256838,988.58641525,13151.52483381,0,494.29320762,247.14660381,123.57330191,633.02,307162088663.74,0,316.51,158.25,79.13,0.0
38,0000000000000000000000000000000000000000000000000000000000000026,49.16849916,11.95598129,0,24.58424958,12.29212479,6.1460624,108.74240104,214.63405575,0,54.37120052,27.18560026,13.59280013,43.14793125,1360.12628644,0,21.57396562,10.78698281,5.39349141,334.11,31766600167.66,0,167.06,83.53,41.76,0.0
39,0000000000000000000000000000000000000000000000000000000000000027,771.34438797,167.44728501,0,385.67219398,192.83609699,96.4180485,46.88439077,3006.01757712,0,23.44219539,11.72109769,5.86054885,547.41271329,19048.99718633,0,273.70635665,136.85317832,68.42658916,469.12,444901244277.1,0,234.56,117.28,58.64,0.0
40,0000000000000000000000000000000000000000000000000000000000000028,702.61528853,160.09157919,0,351.30764427,175.65382213,87.82691107,727.01425001,2873.96777429,0,363.507125,181.7535625,90.87678125,164.38211357,18212.20356888,0,82.19105679,41.09552839,20.5477642,241.41,425357405933.94,0,120.7,60.35,30.18,0.0
41,0000000000000000000000000000000000000000000000000000000000000029,246.53584911,57.5238759,0,123.26792455,61.63396228,30.81698114,307.29593498,1032.6699657,0,153.64796749,76.82398375,38.41199187,441.39303759,6543.98278331,0,220.6965188,110.3482594,55.1741297,987.12,152838811111.32,0,493.56,246.78,123.39,0.0
42,000000000000000000000000000000000000000000000000000000000000002a,664.76722863,153.19907085,0,332.38361431,166.19180716,83.09590358,832.16174953,2750.23330329,0,416.08087476,208.04043738,104.02021869,156.99582999,17428.10383244,0,78.497915,39.2489575,19.62447875,296.18,407044266141.44,0,148.09,74.05,37.02,0.0
43,000000000000000000000000000000000000000000000000000000000000002b,842.47515379,190.37581538,0,421.2375769,210.61878845,105.30939422,701.26231706,3417.63109051,0,350.63115853,175.31557926,87.65778963,439.8317141,21657.37337087,0,219.91585705,109.95792852,54.97896426,780.5,505821501584.72,0,390.25,195.12,97.56,0.0
44,000000000000000000000000000000000000000000000000000000000000002c,755.68726125,174.55260342,0,377.84363063,188.92181531,94.46090766,856.56448932,3133.57241944,0,428.28224466,214.14112233,107.07056117,956.98423537,19857.30644273,0,478.49211768,239.24605884,119.62302942,212.05,463779812551.24,0,106.03,53.01,26.51,0.0
45,000000000000000000000000000000000000000000000000000000000000002d,222.23493362,48.80681715,0,111.11746681,55.5587334,27.7793667,54.77076445,876.18112295,0,27.38538223,13.69269111,6.84634556,194.08440797,5552.32007716,0,97.04220399,48.52110199,24.260551,974.38,129677908332.23,0,487.19,243.59,121.8,0.0
46,000000000000000000000000000000000000000000000000000000000000002e,979.58731407,211.16858495,0,489.79365704,244.89682852,122.44841426,0.02861576,3790.90337625,0,0.01430788,0.00715394,0.00357697,286.58512561,24022.78293299,0,143.2925628,71.6462814,35.8231407,261.78,561067121452.19,0,130.89,65.44,32.72,0.0
47,000000000000000000000000000000000000000000000000000000000000002f,79.48150882,22.52448917,0,39.74075441,19.87037721,9.9351886,437.9096684,404.36015641,0,218.9548342,109.4774171,54.73870855,100.40693231,2562.41198994,0,50.20346616,25.10173308,12.55086654,183.39,59846734792.42,0,91.69,45.85,22.92,0.0
48,0000000000000000000000000000000000000000000000000000000000000030,802.77689507,176.21369175,0,401.38844754,200.69422377,100.34711188,200.97314329,3163.392316,0,100.48657164,50.24328582,25.12164291,633.31950791,20046.27377613,0,316.65975395,158.32987698,79.16493849,934.42,468193262820.25,0,467.21,233.6,116.8,0.0
49,0000000000000000000000000000000000000000000000000000000000000031,413.19033413,96.05320265,0,206.59516706,103.29758353,51.64879177,551.30860007,1724.34934073,0,275.65430004,137.82715002,68.91357501,321.50871297,10927.12364356,0,160.75435648,80.37717824,40.18858912,347.56,255209807521.01,0,173.78,86.89,43.45,0.0
50,0000000000000000000000000000000000000000000000000000000000000032,161.59518843,41.95170203,0,80.79759422,40.39879711,20.19939855,583.33845722,753.11793625,0,291.66922861,145.83461431,72.91730715,116.0962118,4772.47423895,0,58.0481059,29.02405295,14.51202648,936.32,111464120993.74,0,468.16,234.08,117.04,0.0
51,0000000000000000000000000000000000000000000000000000000000000033,309.72717332,79.44644775,0,154.86358666,77.43179333,38.71589667,991.6632845,1426.22448819,0,495.83164225,247.91582113,123.95791056,514.73476733,9037.91996071,0,257.36738366,128.68369183,64.34184592,379.54,211086273826.82,0,189.77,94.89,47.44,0.0
52,0000000000000000000000000000000000000000000000000000000000000034,991.83315973,222.50127167,0,495.91657987,247.95828993,123.97914497,736.01367585,3994.34803333,0,368.00683793,184.00341896,92.00170948,225.51391565,25312.00250697,0,112.75695783,56.37847891,28.18923946,228.48,591177650998.69,0,114.24,57.12,28.56,0.0
53,0000000000000000000000000000000000000000000000000000000000000035,538.97939667,126.6759329,0,269.48969834,134.74484917,67.37242458,870.6461378,2274.08931037,0,435.3230689,217.66153445,108.83076723,189.94433106,14410.8009229,0,94.97216553,47.48608276,23.74304138,761.41,336573269391.3,0,380.7,190.35,95.18,0.0
54,0000000000000000000000000000000000000000000000000000000000000036,824.84082592,181.26217065,0,412.42041296,206.21020648,103.10510324,287.76155954,3254.02272734,0,143.88077977,71.94038989,35.97019494,244.39237014,20620.59458639,0,122.19618507,61.09809253,30.54904627,917.64,481606884576.91,0,458.82,229.41,114.7,0.0
55,0000000000000000000000000000000000000000000000000000000000000037,815.43776197,180.57580462,0,407.71888098,203.85944049,101.92972025,286.92165493,3241.70106828,0,143.46082746,71.73041373,35.86520687,956.27351531,20542.51279125,0,478.13675765,239.06837883,119.53418941,810.84,479783235411.61,0,405.42,202.71,101.36,0.0
56,0000000000000000000000000000000000000000000000000000000000000038,820.55100073,188.14123745,0,410.27550037,205.13775018,102.56887509,948.90434214,3377.51589529,0,474.45217107,237.22608554,118.61304277,182.37480893,21403.16519632,0,91.18740447,45.59370223,22.79685112,549.06,499884310662.94,0,274.53,137.26,68.63,0.0
57,0000000000000000000000000000000000000000000000000000000000000039,956.69490183,216.89811484,0,478.34745092,239.17372546,119.58686273,872.92433905,3893.76003096,0,436.46216952,218.23108476,109.11554238,390.74992161,24674.58089352,0,195.37496081,97.6874804,48.8437402,654.29,576290270514.55,0,327.14,163.57,81.79,0.0
58,000000000000000000000000000000000000000000000000000000000000003a,11.38841071,13.9703274,0,5.69420536,2.84710268,1.42355134,894.29703018,250.79564426,0,447.14851509,223.57425754,111.78712877,428.78719642,1589.28063438,0,214.39359821,107.1967991,53.59839955,533.29,37118643297.86,0,266.64,133.32,66.66,0.0
59,000000000000000000000000000000000000000000000000000000000000003b,594.91243593,138.89362252,0,297.45621797,148.72810898,74.36405449,776.14475624,2493.42156013,0,388.07237812,194.03618906,97.01809453,889.96250071,15800.69945192,0,444.98125035,222.49062518,111.24531259,322.36,369035218906.75,0,161.18,80.59,40.3,0.0
60,000000000000000000000000000000000000000000000000000000000000003c,486.12078302,114.37496136,0,243.06039151,121.53019575,60.76509788,669.26778807,2053.26198156,0,334.63389404,167.31694702,83.65847351,971.08937603,13011.42814579,0,485.54468802,242.77234401,121.386172,7.93,303890042885.8,0,3.96,1.98,0.99,0.0
61,000000000000000000000000000000000000000000000000000000000000003d,471.87745629,109.27995645,0,235.93872814,117.96936407,58.98468204,584.66371051,1961.79633419,0,292.33185525,146.16592763,73.08296381,431.87732432,12431.81448257,0,215.93866216,107.96933108,53.98466554,395.23,290352803237.64,0,197.62,98.81,49.4,0.0
62,000000000000000000000000000000000000000000000000000000000000003e,105.15786193,27.36958487,0,52.57893096,26.28946548,13.14473274,328.68744728,491.33942779,0,164.34372364,82.17186182,41.08593091,435.03033021,3113.59569176,0,217.5151651,108.75758255,54.37879128,480.67,72719974909.48,0,240.34,120.17,60.08,0.0
63,000000000000000000000000000000000000000000000000000000000000003f,706.47610715,158.98492778,0,353.23805357,176.61902679,88.30951339,570.07100632,2854.10114218,0,285.03550316,142.51775158,71.25887579,134.20245452,18086.30962133,0,67.10122726,33.55061363,16.77530682,48.84,422417074043.38,0,24.42,12.21,6.11,0.0
64,0000000000000000000000000000000000000000000000000000000000000040,142.95128471,39.53789703,0,71.47564236,35.73782118,17.86891059,684.69285844,709.78525231,0,342.34642922,171.17321461,85.58660731,317.66633404,4497.87698415,0,158.83316702,79.41658351,39.70829175,938.79,105050730349.7,0,469.39,234.7,117.35,0.0
65,0000000000000000000000000000000000000000000000000000000000000041,345.21063029,87.67231103,0,172.60531514,86.30265757,43.15132879,972.44375649,1573.89537824,0,486.22187825,243.11093912,121.55546956,952.05507122,9973.70370013,0,476.02753561,238.0137678,119.0068839,589.0,232942088385.85,0,294.5,147.25,73.62,0.0
66,0000000000000000000000000000000000000000000000000000000000000042,297.11204483,67.56547365,0,148.55602242,74.27801121,37.1390056,177.05975143,1212.93696327,0,88.52987572,44.26493786,22.13246893,825.9280878,7686.32657917,0,412.9640439,206.48202195,103.24101097,8.92,179518964990.47,0,4.46,2.23,1.11,0.0
67,0000000000000000000000000000000000000000000000000000000000000043,366.08116981,86.44949531,0,183.04058491,91.52029245,45.76014623,575.33941034,1551.94336192,0,287.66970517,143.83485258,71.91742629,447.25929559,9834.59476735,0,223.6296478,111.8148239,55.90741195,315.17,229693112249.25,0,157.59,78.79,39.4,0.0
68,0000000000000000000000000000000000000000000000000000000000000044,58.30976594,16.63808232,0,29.15488297,14.57744148,7.28872074,218.74395262,298.687243,0,109.37197631,54.68598815,27.34299408,783.37305625,1892.76752564,0,391.68652812,195.84326406,97.92163203,528.19,44206769471.98,0,264.1,132.05,66.02,0.0
69,0000000000000000000000000000000000000000000000000000000000000045,844.24476421,184.98179877,0,422.1223821,211.06119105,105.53059553,139.98689267,3320.79757829,0,69.99344634,34.99672317,17.49836158,941.41208567,21043.74379135,0,470.70604284,235.35302142,117.67651071,12.32,491489798934.8,0,6.16,3.08,1.54,0.0
70,0000000000000000000000000000000000000000000000000000000000000046,229.52417109,62.09998261,0,114.76208555,57.38104277,28.69052139,951.25087105,1114.82034025,0,475.62543553,237.81271776,118.90635888,717.08925689,7064.56598471,0,358.54462845,179.27231422,89.63615711,819.8,164997357400.53,0,409.9,204.95,102.47,0.0
71,0000000000000000000000000000000000000000000000000000000000000047,727.5224892,163.95850459,0,363.7612446,181.8806223,90.94031115,628.56781985,2943.38690946,0,314.28390992,157.14195496,78.57097748,0.68600352,18652.10948311,0,0.34300176,0.17150088,0.08575044,240.37,435631683718.29,0,120.19,60.09,30.05,0.0
72,0000000000000000000000000000000000000000000000000000000000000048,898.71505538,202.30595257,0,449.35752769,224.67876384,112.33938192,722.3342788,3631.80119249,0,361.1671394,180.5835697,90.29178485,220.41865521,23014.55960321,0,110.2093276,55.1046638,27.5523319,693.63,537519434949.89,0,346.81,173.41,86.7,0.0
73,0000000000000000000000000000000000000000000000000000000000000049,940.94524641,206.00457286,0,470.4726232,235.2363116,117.6181558,191.30255635,3698.19891045,0,95.65127818,47.82563909,23.91281954,738.2650945,23435.31893352,0,369.13254725,184.56627363,92.28313681,268.76,547346532290.68,0,134.38,67.19,33.59,0.0
74,000000000000000000000000000000000000000000000000000000000000004a,324.08817795,74.72938521,0,162.04408897,81.02204449,40.51102224,272.82714072,1341.54367114,0,136.41357036,68.20678518,34.10339259,940.52368751,8501.30145988,0,470.26184375,235.13092188,117.56546094,304.96,198553213089.33,0,152.48,76.24,38.12,0.0
75,000000000000000000000000000000000000000000000000000000000000004b,85.07620441,30.77807679,0,42.53810221,21.2690511,10.63452555,899.69302123,552.5287543,0,449.84651061,224.92325531,112.46162765,904.48237947,3501.34968143,0,452.24118973,226.12059487,113.06029743,463.39,81776211875.05,0,231.69,115.85,57.92,0.0
76,000000000000000000000000000000000000000000000000000000000000004c,606.13528341,133.22463758,0,303.06764171,151.53382085,75.76691043,225.9236948,2391.65180993,0,112.9618474,56.4809237,28.24046185,100.59949015,15155.78915597,0,50.29974507,25.14987254,12.57493627,718.43,353972935558.55,0,359.21,179.61,89.8,0.0
77,000000000000000000000000000000000000000000000000000000000000004d,144.61478087,38.32973232,0,72.30739044,36.15369522,18.07684761,593.60874758,688.09625101,0,296.80437379,148.40218689,74.20109345,66.40131933,4360.43476562,0,33.20065967,16.60032983,8.30016492,219.86,101840681366.88,0,109.93,54.97,27.48,0.0
78,000000000000000000000000000000000000000000000000000000000000004e,545.40567879,124.85517511,0,272.7028394,136.3514197,68.17570985,623.35862541,2241.40302385,0,311.6793127,155.83965635,77.91982818,62.60042899,14203.66940624,0,31.30021449,15.65010725,7.82505362,19.75,331735583260.47,0,9.88,4.94,2.47,0.0
79,000000000000000000000000000000000000000000000000000000000000004f,35.41497139,16.36674815,0,17.70748569,8.85374285,4.42687142,644.64158637,293.81624568,0,322.32079319,161.16039659,80.5801983,545.45905421,1861.90023635,0,272.7295271,136.36476355,68.18238178,495.23,43485844623.11,0,247.62,123.81,61.9,0.0
80,0000000000000000000000000000000000000000000000000000000000000050,109.37353384,26.25879489,0,54.68676692,27.34338346,13.67169173,169.46173132,471.39850004,0,84.73086566,42.36543283,21.18271642,376.75642542,2987.23093614,0,188.37821271,94.18910636,47.09455318,265.51,69768647001.92,0,132.75,66.38,33.19,0.0
81,0000000000000000000000000000000000000000000000000000000000000051,275.35983864,68.94572351,0,137.67991932,68.83995966,34.41997983,704.39055352,1237.7152412,0,352.19527676,176.09763838,88.04881919,689.07988522,7843.3454037,0,344.53994261,172.26997131,86.13498565,693.48,183186237851.19,0,346.74,173.37,86.69,0.0
82,0000000000000000000000000000000000000000000000000000000000000052,60.92925905,19.20461469,0,30.46462952,15.23231476,7.61615738,393.97293004,344.76169219,0,196.98646502,98.49323251,49.24661625,732.86762375,2184.73922262,0,366.43381188,183.21690594,91.60845297,9.61,51025951080.73,0,4.8,2.4,1.2,0.0
83,0000000000000000000000000000000000000000000000000000000000000053,678.72002316,151.67294112,0,339.36001158,169.68000579,84.84000289,430.14921141,2722.83618664,0,215.07460571,107.53730285,53.76865143,309.79533742,17254.48954554,0,154.89766871,77.44883436,38.72441718,941.94,402989395876.74,0,470.97,235.49,117.74,0.0
84,0000000000000000000000000000000000000000000000000000000000000054,990.53482098,223.03754416,0,495.26741049,247.63370524,123.81685262,710.69198833,4003.97520975,0,355.34599416,177.67299708,88.83649854,817.40959837,25373.00948777,0,408.70479919,204.35239959,102.1761998,355.54,592602507194.75,0,177.77,88.89,44.44,0.0
85,0000000000000000000000000000000000000000000000000000000000000055,609.58090442,141.23521803,0,304.79045221,152.39522611,76.19761305,747.92689808,2535.45793751,0,373.96344904,186.98172452,93.49086226,638.97471392,16067.08207073,0,319.48735696,159.74367848,79.87183924,83.68,375256751589.11,0,41.84,20.92,10.46,0.0
86,0000000000000000000000000000000000000000000000000000000000000056,752.40679673,167.13295334,0,376.20339836,188.10169918,94.05084959,311.68041785,3000.37468766,0,155.84020893,77.92010446,38.96005223,857.46698269,19013.23845151,0,428.73349135,214.36674567,107.18337284,937.47,444066076658.54,0,468.74,234.37,117.18,0.0
87,0000000000000000000000000000000000000000000000000000000000000057,397.19577528,96.17246469,0,198.59788764,99.29894382,49.64947191,885.60265242,1726.49033562,0,442.80132621,221.40066311,110.70033155,85.76153363,10940.69103112,0,42.88076682,21.44038341,10.7201917,536.18,255526682343.8,0,268.09,134.04,67.02,0.0
