rn,id,e_btc,d_btc,btc,vl_btc,m_btc,pm_btc,e_eth,d_eth,eth,vl_eth,m_eth,pm_eth,e_bnb,d_bnb,bnb,vl_bnb,m_bnb,pm_bnb,e_shib,d_shib,shib,vl_shib,m_shib,pm_shib,total_net_balance_usdt
2039,00000000000000000000000000000000000000000000000000000000000007f7,283.74528145,66.01122102,0,141.87264072,70.93632036,35.46816018,353.36183454,1185.03498374,0,176.68091727,88.34045864,44.17022932,406.99925174,7509.5129991,0,203.49962587,101.74981293,50.87490647,835.43,175389373232.49,0,417.71,208.86,104.43,0.0
2040,00000000000000000000000000000000000000000000000000000000000007f8,751.73403669,162.78661344,0,375.86701835,187.93350917,93.96675459,62.06437367,2922.34909209,0,31.03218684,15.51609342,7.75804671,216.23101872,18518.79378765,0,108.11550936,54.05775468,27.02887734,548.54,432518012263.15,0,274.27,137.13,68.57,0.0
2041,00000000000000000000000000000000000000000000000000000000000007f9,803.61016339,176.15191979,0,401.8050817,200.90254085,100.45127042,248.33949674,3162.2833842,0,124.16974837,62.08487418,31.04243709,205.68503028,20039.24652558,0,102.84251514,51.42125757,25.71062879,12.53,468029136988.01,0,6.26,3.13,1.57,0.0
2042,00000000000000000000000000000000000000000000000000000000000007fa,243.61791208,54.79538914,0,121.80895604,60.90447802,30.45223901,50.8728078,983.68810756,0,25.4364039,12.71820195,6.35910097,954.68615968,6233.58696761,0,477.34307984,238.67153992,119.33576996,6.02,145589322685.84,0,3.01,1.5,0.75,0.0
2043,00000000000000000000000000000000000000000000000000000000000007fb,485.92174463,106.26603275,0,242.96087231,121.48043616,60.74021808,72.23734801,1907.69030557,0,36.11867401,18.059337,9.0296685,486.78898449,12088.94703072,0,243.39449225,121.69724612,60.84862306,825.09,282344919439.12,0,412.55,206.27,103.14,0.0
2044,00000000000000000000000000000000000000000000000000000000000007fc,731.34142423,166.90888926,0,365.67071212,182.83535606,91.41767803,694.32035801,2996.35228419,0,347.160179,173.5800895,86.79004475,710.56768886,18987.74866294,0,355.28384443,177.64192221,88.82096111,323.35,443470746702.79,0,161.68,80.84,40.42,0.0
2045,00000000000000000000000000000000000000000000000000000000000007fd,309.31724458,78.56871101,0,154.65862229,77.32931115,38.66465557,869.59028753,1410.46733771,0,434.79514376,217.39757188,108.69878594,870.54401239,8938.0676121,0,435.2720062,217.6360031,108.81800155,279.5,208754159767.88,0,139.75,69.88,34.94,0.0
2046,00000000000000000000000000000000000000000000000000000000000007fe,670.61915336,153.42028518,0,335.30957668,167.65478834,83.82739417,615.60379375,2754.20454814,0,307.80189688,153.90094844,76.95047422,980.6328361,17453.26943111,0,490.31641805,245.15820902,122.57910451,271.49,407632024439.45,0,135.75,67.87,33.94,0.0
2047,00000000000000000000000000000000000000000000000000000000000007ff,914.75367648,207.23764248,0,457.37683824,228.68841912,114.34420956,872.88493485,3720.33500515,0,436.44246743,218.22123371,109.11061686,51.08824303,23575.59436271,0,25.54412152,12.77206076,6.38603038,49.72,550622752680.72,0,24.86,12.43,6.21,0.0
2048,0000000000000000000000000000000000000000000000000000000000000800,552.50473832,120.02896866,0,276.25236916,138.12618458,69.06309229,94.27423958,2154.76285281,0,47.13711979,23.56855989,11.78427995,54.32211721,13654.6345679,0,27.16105861,13.5805293,6.79026465,388.0,318912531194.49,0,194.0,97.0,48.5,0.0
2049,0000000000000000000000000000000000000000000000000000000000000801,222.82791545,51.31765873,0,111.41395773,55.70697886,27.85348943,267.15246648,921.25580994,0,133.57623324,66.78811662,33.39405831,109.21707368,5837.9563263,0,54.60853684,27.30426842,13.65213421,23.95,136349121594.07,0,11.97,5.99,2.99,0.0
2050,0000000000000000000000000000000000000000000000000000000000000802,431.99592355,104.94341009,0,215.99796177,107.99898089,53.99949044,897.47698339,1883.9465527,0,448.73849169,224.36924585,112.18462292,692.16928554,11938.48394456,0,346.08464277,173.04232139,86.52116069,28.69,278830759948.26,0,14.35,7.17,3.59,0.0
2051,0000000000000000000000000000000000000000000000000000000000000803,583.36135475,130.97829271,0,291.68067738,145.84033869,72.92016934,368.7027451,2351.3253744,0,184.35137255,92.17568628,46.08784314,598.10026907,14900.24236121,0,299.05013453,149.52506727,74.76253363,601.88,348004480324.72,0,300.94,150.47,75.23,0.0
2052,0000000000000000000000000000000000000000000000000000000000000804,865.09450801,193.23635198,0,432.54725401,216.273627,108.1368135,601.39445365,3468.9835105,0,300.69722682,150.34861341,75.17430671,12.94781507,21982.79132957,0,6.47390754,3.23695377,1.61847688,488.9,513421841556.6,0,244.45,122.22,61.11,0.0
2053,0000000000000000000000000000000000000000000000000000000000000805,373.68728012,83.24754408,0,186.84364006,93.42182003,46.71091002,99.65787779,1494.46185846,0,49.8289389,24.91446945,12.45723472,902.25302877,9470.33708439,0,451.12651439,225.56325719,112.7816286,299.1,221185646223.52,0,149.55,74.78,37.39,0.0
2054,0000000000000000000000000000000000000000000000000000000000000806,207.25888166,52.77947424,0,103.62944083,51.81472041,25.90736021,560.77889354,947.49835603,0,280.38944677,140.19472339,70.09736169,793.09308087,6004.25415187,0,396.54654043,198.27327022,99.13663511,150.48,140233111328.28,0,75.24,37.62,18.81,0.0
2055,0000000000000000000000000000000000000000000000000000000000000807,864.21670565,197.97976971,0,432.10835282,216.05417641,108.02708821,956.68534739,3554.13745653,0,478.34267369,239.17133685,119.58566842,371.00803556,22522.40802737,0,185.50401778,92.75200889,46.37600444,866.55,526024927059.37,0,433.27,216.64,108.32,0.0
2056,0000000000000000000000000000000000000000000000000000000000000808,829.28049542,183.93030353,0,414.64024771,207.32012385,103.66006193,379.01731294,3301.92111116,0,189.50865647,94.75432824,47.37716412,572.7111754,20924.12447445,0,286.3555877,143.17779385,71.58889693,978.32,488696014967.68,0,489.16,244.58,122.29,0.0
2057,0000000000000000000000000000000000000000000000000000000000000809,881.43748082,198.72138267,0,440.71874041,220.35937021,110.1796851,723.11895839,3567.45090973,0,361.55947919,180.7797396,90.3898698,284.42732574,22606.77477703,0,142.21366287,71.10683144,35.55341572,39.68,527995365268.27,0,19.84,9.92,4.96,0.0
2058,000000000000000000000000000000000000000000000000000000000000080a,754.17785262,169.09247679,0,377.08892631,188.54446315,94.27223158,437.34409755,3035.55209843,0,218.67204878,109.33602439,54.66801219,896.41557337,19236.1561097,0,448.20778668,224.10389334,112.05194667,119.61,449272457998.88,0,59.8,29.9,14.95,0.0
2059,000000000000000000000000000000000000000000000000000000000000080b,801.38106809,174.39391606,0,400.69053404,200.34526702,100.17263351,150.16329051,3130.72366028,0,75.08164525,37.54082263,18.77041131,151.27739361,19839.25398502,0,75.6386968,37.8193484,18.9096742,179.28,463358186109.62,0,89.64,44.82,22.41,0.0
2060,000000000000000000000000000000000000000000000000000000000000080c,558.48503823,128.89460479,0,279.24251911,139.62125956,69.81062978,592.61883338,2313.91895995,0,296.30941669,148.15470834,74.07735417,906.66845429,14663.19960771,0,453.33422714,226.66711357,113.33355679,341.23,342468198548.26,0,170.62,85.31,42.65,0.0
2061,000000000000000000000000000000000000000000000000000000000000080d,715.17201307,163.07565595,0,357.58600654,178.79300327,89.39650163,729.33664503,2927.53798997,0,364.66832251,182.33416126,91.16708063,300.02260685,18551.67559838,0,150.01130342,75.00565171,37.50282586,52.79,433285987519.99,0,26.39,13.2,6.6,0.0
2062,000000000000000000000000000000000000000000000000000000000000080e,759.14036954,170.17682306,0,379.57018477,189.78509239,94.89254619,515.99262648,3055.01830813,0,257.99631324,128.99815662,64.49907831,407.19111874,19359.51259855,0,203.59555937,101.79777968,50.89888984,854.4,452153525954.44,0,427.2,213.6,106.8,0.0
2063,000000000000000000000000000000000000000000000000000000000000080f,876.00017628,188.97396214,0,438.00008814,219.00004407,109.50002204,30.8446968,3392.4649885,0,15.4223484,7.7111742,3.8555871,132.6953654,21497.89692267,0,66.3476827,33.17384135,16.58692067,882.25,502096829386.06,0,441.12,220.56,110.28,0.0
2064,0000000000000000000000000000000000000000000000000000000000000810,139.42129225,32.37543147,0,69.71064612,34.85532306,17.42766153,54.43393716,581.20450303,0,27.21696858,13.60848429,6.80424214,923.62430231,3683.06660189,0,461.81215115,230.90607558,115.45303779,131.1,86020324214.95,0,65.55,32.77,16.39,0.0
2065,0000000000000000000000000000000000000000000000000000000000000811,750.19606552,172.62110566,0,375.09803276,187.54901638,93.77450819,834.8131605,3098.89812647,0,417.40658025,208.70329012,104.35164506,697.58313416,19637.57701921,0,348.79156708,174.39578354,87.19789177,824.87,458647894425.9,0,412.44,206.22,103.11,0.0
2066,0000000000000000000000000000000000000000000000000000000000000812,59.35754721,22.96206815,0,29.6787736,14.8393868,7.4196934,836.56706204,412.21558452,0,418.28353102,209.14176551,104.57088275,94.97395092,2612.19148195,0,47.48697546,23.74348773,11.87174386,919.47,61009365965.16,0,459.74,229.87,114.93,0.0
2067,0000000000000000000000000000000000000000000000000000000000000813,146.07617012,35.91968884,0,73.03808506,36.51904253,18.25952127,262.76095912,644.83109431,0,131.38047956,65.69023978,32.84511989,721.60585839,4086.26542799,0,360.80292919,180.4014646,90.2007323,658.45,95437284995.82,0,329.23,164.61,82.31,0.0
2068,0000000000000000000000000000000000000000000000000000000000000814,568.99738796,124.55424407,0,284.49869398,142.24934699,71.12467349,131.93117218,2236.00070299,0,65.96558609,32.98279305,16.49139652,333.71618049,14169.43514371,0,166.85809024,83.42904512,41.71452256,592.45,330936020645.97,0,296.23,148.11,74.06,0.0
2069,0000000000000000000000000000000000000000000000000000000000000815,154.94427762,34.70069334,0,77.47213881,38.73606941,19.3680347,92.0544329,622.94765836,0,46.02721645,23.01360822,11.50680411,149.56914027,3947.59108582,0,74.78457013,37.39228507,18.69614253,321.41,92198458994.99,0,160.71,80.35,40.18,0.0
2070,0000000000000000000000000000000000000000000000000000000000000816,343.17241665,79.28023137,0,171.58620833,85.79310416,42.89655208,392.34883524,1423.24056803,0,196.17441762,98.08720881,49.04360441,419.85135396,9019.01099386,0,209.92567698,104.96283849,52.48141924,231.65,210644643078.47,0,115.83,57.91,28.96,0.0
2071,0000000000000000000000000000000000000000000000000000000000000817,162.31706642,45.08123611,0,81.15853321,40.57926661,20.2896333,743.42017159,809.29940509,0,371.71008579,185.8550429,92.92752145,675.32794775,5128.49366145,0,337.66397388,168.83198694,84.41599347,328.79,119779177293.65,0,164.4,82.2,41.1,0.0
2072,0000000000000000000000000000000000000000000000000000000000000818,102.84834961,32.19084458,0,51.4241748,25.7120874,12.8560437,755.80974615,577.89079484,0,377.90487308,188.95243654,94.47621827,541.95608654,3662.06778325,0,270.97804327,135.48902164,67.74451082,204.85,85529883671.07,0,102.42,51.21,25.61,0.0
2073,0000000000000000000000000000000000000000000000000000000000000819,153.21611423,42.09438202,0,76.60805711,38.30402856,19.15201428,679.11034782,755.67933071,0,339.55517391,169.77758696,84.88879348,537.89685624,4788.70567954,0,268.94842812,134.47421406,67.23710703,987.75,111843216441.58,0,493.88,246.94,123.47,0.0
2074,000000000000000000000000000000000000000000000000000000000000081a,365.16017261,86.48022551,0,182.58008631,91.29004315,45.64502158,658.41252595,1552.49503112,0,329.20626298,164.60313149,82.30156574,41.86126142,9838.09067007,0,20.93063071,10.46531535,5.23265768,415.31,229774761243.8,0,207.66,103.83,51.91,0.0
2075,000000000000000000000000000000000000000000000000000000000000081b,615.04972804,144.45496061,0,307.52486402,153.76243201,76.881216,885.09608843,2593.25883181,0,442.54804422,221.27402211,110.63701105,851.11182951,16433.36371901,0,425.55591476,212.77795738,106.38897869,90.21,383811488590.73,0,45.1,22.55,11.28,0.0
2076,000000000000000000000000000000000000000000000000000000000000081c,672.69465574,150.40086207,0,336.34732787,168.17366394,84.08683197,425.02899463,2699.99979383,0,212.51449731,106.25724866,53.12862433,354.65904143,17109.77635899,0,177.32952072,88.66476036,44.33238018,472.38,399609528888.02,0,236.19,118.09,59.05,0.0
2077,000000000000000000000000000000000000000000000000000000000000081d,721.93008438,163.40866133,0,360.96504219,180.4825211,90.24126055,536.24553752,2933.51611047,0,268.12276876,134.06138438,67.03069219,931.01372265,18589.55867713,0,465.50686132,232.75343066,116.37671533,562.32,434170770519.79,0,281.16,140.58,70.29,0.0
2078,000000000000000000000000000000000000000000000000000000000000081e,564.11172802,124.86816812,0,282.05586401,141.027932,70.513966,277.45498021,2241.63627492,0,138.7274901,69.36374505,34.68187253,133.42868588,14205.14750769,0,66.71434294,33.35717147,16.67858573,625.38,331770105244.54,0,312.69,156.34,78.17,0.0
2079,000000000000000000000000000000000000000000000000000000000000081f,859.55263839,191.58340913,0,429.77631919,214.8881596,107.4440798,421.09219656,3439.30984193,0,210.54609828,105.27304914,52.63652457,911.42022669,21794.75063631,0,455.71011335,227.85505667,113.92752834,820.03,509030033547.51,0,410.01,205.01,102.5,0.0
2080,0000000000000000000000000000000000000000000000000000000000000820,907.73170779,205.83638936,0,453.86585389,226.93292695,113.46646347,758.5621316,3695.17967641,0,379.2810658,189.6405329,94.82026645,832.99443538,23416.18618427,0,416.49721769,208.24860885,104.12430442,511.56,546899674964.53,0,255.78,127.89,63.95,0.0
2081,0000000000000000000000000000000000000000000000000000000000000821,139.94194926,40.85737945,0,69.97097463,34.98548732,17.49274366,886.01298549,733.47263149,0,443.00649275,221.50324637,110.75162319,82.37133012,4647.98283282,0,41.18566506,20.59283253,10.29641626,263.97,108556546335.3,0,131.99,65.99,33.0,0.0
2082,0000000000000000000000000000000000000000000000000000000000000822,704.99428167,153.76149971,0,352.49714083,176.24857042,88.12428521,158.19010483,2760.33003931,0,79.09505241,39.54752621,19.7737631,149.21907568,17492.0863911,0,74.60953784,37.30476892,18.65238446,999.08,408538618819.56,0,499.54,249.77,124.89,0.0
2083,0000000000000000000000000000000000000000000000000000000000000823,185.86304452,51.95816096,0,92.93152226,46.46576113,23.23288056,889.69375754,932.75412091,0,444.84687877,222.42343938,111.21171969,708.24663748,5910.820602,0,354.12331874,177.06165937,88.53082969,394.64,138050912329.26,0,197.32,98.66,49.33,0.0
2084,0000000000000000000000000000000000000000000000000000000000000824,482.84338923,115.62674355,0,241.42169462,120.71084731,60.35542365,884.67955583,2075.73400466,0,442.33977792,221.16988896,110.58494448,641.17181147,13153.83233795,0,320.58590573,160.29295287,80.14647643,357.57,307215981866.11,0,178.78,89.39,44.7,0.0
2085,0000000000000000000000000000000000000000000000000000000000000825,308.75127667,75.70623264,0,154.37563833,77.18781917,38.59390958,655.29356455,1359.0800591,0,327.64678228,163.82339114,81.91169557,778.42853416,8612.42875584,0,389.21426708,194.60713354,97.30356677,320.64,201148660595.8,0,160.32,80.16,40.08,0.0
2086,0000000000000000000000000000000000000000000000000000000000000826,841.54309767,181.70998012,0,420.77154883,210.38577442,105.19288721,63.24792891,3262.06181335,0,31.62396445,15.81198223,7.90599111,3.98379593,20671.5379102,0,1.99189796,0.99594898,0.49797449,46.21,482796697768.74,0,23.11,11.55,5.78,0.0
