rn,id,e_btc,d_btc,btc,vl_btc,m_btc,pm_btc,e_eth,d_eth,eth,vl_eth,m_eth,pm_eth,e_bnb,d_bnb,bnb,vl_bnb,m_bnb,pm_bnb,e_shib,d_shib,shib,vl_shib,m_shib,pm_shib,total_net_balance_usdt
1059,0000000000000000000000000000000000000000000000000000000000000423,518.30102135,123.42157785,0,259.15051068,129.57525534,64.78762767,845.92069121,2215.66705235,0,422.9603456,211.4801728,105.7400864,977.1996747,14040.58172092,0,488.59983735,244.29991867,122.14995934,424.0,327926568360.05,0,212.0,106.0,53.0,0.0
1060,0000000000000000000000000000000000000000000000000000000000000424,988.14926899,217.74151817,0,494.07463449,247.03731725,123.51865862,298.82970686,3908.90082706,0,149.41485343,74.70742671,37.35371336,896.70687663,24770.52743239,0,448.35343832,224.17671916,112.08835958,720.54,578531161943.78,0,360.27,180.13,90.07,0.0
1061,0000000000000000000000000000000000000000000000000000000000000425,572.75194639,135.87392992,0,286.37597319,143.1879866,71.5939933,958.56431762,2439.21196815,0,479.28215881,239.6410794,119.8205397,657.31228584,15457.17572373,0,328.65614292,164.32807146,82.16403573,743.91,361012007363.4,0,371.95,185.98,92.99,0.0
1062,0000000000000000000000000000000000000000000000000000000000000426,110.81462081,30.80940062,0,55.4073104,27.7036552,13.8518276,557.63845063,553.0910806,0,278.81922531,139.40961266,69.70480633,160.60752861,3504.91311769,0,80.30376431,40.15188215,20.07594108,685.24,81859438158.01,0,342.62,171.31,85.66,0.0
1063,0000000000000000000000000000000000000000000000000000000000000427,828.39253916,188.92868785,0,414.19626958,207.09813479,103.54906739,787.84031595,3391.65222332,0,393.92015797,196.96007899,98.48003949,727.59453346,21492.74646654,0,363.79726673,181.89863336,90.94931668,704.2,501976537261.41,0,352.1,176.05,88.03,0.0
1064,0000000000000000000000000000000000000000000000000000000000000428,333.08586111,75.8111201,0,166.54293055,83.27146528,41.63573264,207.41490384,1360.96300137,0,103.70745192,51.85372596,25.92686298,903.77898695,8624.36087566,0,451.88949347,225.94474674,112.97237337,311.87,201427342717.45,0,155.94,77.97,38.98,0.0
1065,0000000000000000000000000000000000000000000000000000000000000429,610.01468622,136.27982706,0,305.00734311,152.50367156,76.25183578,302.68613273,2446.49864294,0,151.34306636,75.67153318,37.83576659,789.28354779,15503.35105166,0,394.64177389,197.32088695,98.66044347,103.21,362090461029.42,0,51.6,25.8,12.9,0.0
1066,000000000000000000000000000000000000000000000000000000000000042a,297.39519035,71.61210769,0,148.69759518,74.34879759,37.17439879,636.37373397,1285.5822323,0,318.18686698,159.09343349,79.54671675,24.07138599,8146.67635749,0,12.03569299,6.0178465,3.00892325,160.92,190270722008.13,0,80.46,40.23,20.11,0.0
1067,000000000000000000000000000000000000000000000000000000000000042b,460.15005814,105.22391048,0,230.07502907,115.03751453,57.51875727,399.535797,1888.98210218,0,199.7678985,99.88394925,49.94197463,793.16109061,11970.39399348,0,396.5805453,198.29027265,99.14513633,53.98,279576039100.18,0,26.99,13.49,6.75,0.0
1068,000000000000000000000000000000000000000000000000000000000000042c,260.87781984,66.49415772,0,130.43890992,65.21945496,32.60972748,713.16667343,1193.70467475,0,356.58333671,178.29166836,89.14583418,983.87493474,7564.45243823,0,491.93746737,245.96873368,122.98436684,654.91,176672518197.55,0,327.45,163.73,81.86,0.0
1069,000000000000000000000000000000000000000000000000000000000000042d,433.4936164,95.34691462,0,216.7468082,108.3734041,54.18670205,161.40467371,1711.67004158,0,80.70233685,40.35116843,20.17558421,108.90215649,10846.77549927,0,54.45107824,27.22553912,13.61276956,593.28,253333226353.98,0,296.64,148.32,74.16,0.0
1070,000000000000000000000000000000000000000000000000000000000000042e,290.61056402,74.34904816,0,145.30528201,72.65264101,36.3263205,899.50450273,1334.71585162,0,449.75225137,224.87612568,112.43806284,576.51984737,8458.03387695,0,288.25992368,144.12996184,72.06498092,265.71,197542671626.66,0,132.85,66.43,33.21,0.0
1071,000000000000000000000000000000000000000000000000000000000000042f,808.38458276,184.73297111,0,404.19229138,202.09614569,101.04807284,754.10644333,3316.33061835,0,377.05322167,188.52661083,94.26330542,997.60954683,21015.43686854,0,498.80477341,249.40238671,124.70119335,745.27,490828673046.96,0,372.63,186.32,93.16,0.0
1072,0000000000000000000000000000000000000000000000000000000000000430,474.23081946,109.96786629,0,237.11540973,118.55770487,59.27885243,588.97687604,1974.14570786,0,294.48843802,147.24421901,73.6221095,500.78523004,12510.07190403,0,250.39261502,125.19630751,62.59815375,243.96,292180554265.31,0,121.98,60.99,30.5,0.0
1073,0000000000000000000000000000000000000000000000000000000000000431,247.3460325,59.32443276,0,123.67301625,61.83650813,30.91825406,426.44264949,1064.99360437,0,213.22132475,106.61066237,53.30533119,546.84271886,6748.81621702,0,273.42135943,136.71067971,68.35533986,934.69,157622824077.42,0,467.35,233.67,116.84,0.0
1074,0000000000000000000000000000000000000000000000000000000000000432,233.02191664,53.1734017,0,116.51095832,58.25547916,29.12773958,182.89201849,954.57015108,0,91.44600924,45.72300462,22.86150231,465.33275403,6049.06779668,0,232.66637701,116.33318851,58.16659425,816.36,141279762033.49,0,408.18,204.09,102.05,0.0
1075,0000000000000000000000000000000000000000000000000000000000000433,427.28444436,104.84061891,0,213.64222218,106.82111109,53.41055555,958.44801298,1882.10124295,0,479.22400649,239.61200325,119.80600162,787.39685604,11926.7903003,0,393.69842802,196.84921401,98.424607,452.6,278557647572.38,0,226.3,113.15,56.58,0.0
1076,0000000000000000000000000000000000000000000000000000000000000434,381.99987274,85.67615292,0,190.99993637,95.49996819,47.74998409,153.86090321,1538.06030129,0,76.93045161,38.4652258,19.2326129,898.05693809,9746.61844118,0,449.02846905,224.51423452,112.25711726,59.49,227638370123.04,0,29.75,14.87,7.44,0.0
1077,0000000000000000000000000000000000000000000000000000000000000435,407.62497262,99.32189025,0,203.81248631,101.90624315,50.95312158,829.67763636,1783.02889707,0,414.83881818,207.41940909,103.70970454,920.02647164,11298.97333334,0,460.01323582,230.00661791,115.00330895,412.41,263894589614.56,0,206.21,103.1,51.55,0.0
1078,0000000000000000000000000000000000000000000000000000000000000436,803.32999263,176.55498465,0,401.66499631,200.83249816,100.41624908,222.214544,3169.51921409,0,111.107272,55.553636,27.776818,616.36505704,20085.09965172,0,308.18252852,154.09126426,77.04563213,533.63,469100065429.76,0,266.81,133.41,66.7,0.0
1079,0000000000000000000000000000000000000000000000000000000000000437,942.44656626,214.19471275,0,471.22328313,235.61164157,117.80582078,850.21647327,3845.22849348,0,425.10823664,212.55411832,106.27705916,725.23115275,24367.03873939,0,362.61557637,181.30778819,90.65389409,90.63,569107431139.99,0,45.31,22.66,11.33,0.0
1080,0000000000000000000000000000000000000000000000000000000000000438,809.66795649,186.06908956,0,404.83397825,202.41698912,101.20849456,920.58067754,3340.31664788,0,460.29033877,230.14516939,115.07258469,503.5896199,21167.43525096,0,251.79480995,125.89740498,62.94870249,975.14,494378690341.99,0,487.57,243.78,121.89,0.0
1081,0000000000000000000000000000000000000000000000000000000000000439,21.08168984,7.15855494,0,10.54084492,5.27042246,2.63521123,168.97837235,128.51054572,0,84.48918618,42.24459309,21.12229654,318.38552844,814.36550553,0,159.19276422,79.59638211,39.79819105,21.78,19020015760.66,0,10.89,5.45,2.72,0.0
1082,000000000000000000000000000000000000000000000000000000000000043a,313.81411464,69.77896565,0,156.90705732,78.45352866,39.22676433,45.68491084,1252.67362357,0,22.84245542,11.42122771,5.71061386,929.51914155,7938.13599511,0,464.75957077,232.37978539,116.18989269,430.01,185400131404.22,0,215.0,107.5,53.75,0.0
1083,000000000000000000000000000000000000000000000000000000000000043b,18.643353,6.66284864,0,9.3216765,4.66083825,2.33041913,137.54055814,119.61161461,0,68.77027907,34.38513954,17.19256977,532.72363881,757.97338234,0,266.36181941,133.1809097,66.59045485,803.02,17702942450.61,0,401.51,200.75,100.38,0.0
1084,000000000000000000000000000000000000000000000000000000000000043c,792.66428713,179.351125,0,396.33214357,198.16607178,99.08303589,622.23838735,3219.7155912,0,311.11919368,155.55959684,77.77979842,774.16606044,20403.19181911,0,387.08303022,193.54151511,96.77075756,111.2,476529306963.26,0,55.6,27.8,13.9,0.0
1085,000000000000000000000000000000000000000000000000000000000000043d,723.64247829,157.4502276,0,361.82123914,180.91061957,90.45530979,94.16301223,2826.55016869,0,47.08150612,23.54075306,11.77037653,385.15946714,17911.7203506,0,192.57973357,96.28986679,48.14493339,39.52,418339432421.53,0,19.76,9.88,4.94,0.0
1086,000000000000000000000000000000000000000000000000000000000000043e,350.80241622,82.04673284,0,175.40120811,87.70060405,43.85030203,489.39201118,1472.90486717,0,244.69600559,122.34800279,61.1740014,400.60503711,9333.73140728,0,200.30251856,100.15125928,50.07562964,648.43,217995135189.08,0,324.21,162.11,81.05,0.0
